"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"274","resp_employed_yes",2612421,1943512,350700,199962,56305,32332,29610,1901125,403329,62146,48295,121417,76109,"FL",1
"275","resp_employed_no",1572800,955113,394563,72841,138717,9930,1636,1052191,259774,55023,61830,8410,135572,"FL",1
"276","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"FL",1
"277","food_enough_want",2798315,2020790,512628,156050,47025,32332,29489,2091747,318268,72082,20791,126764,168663,"FL",1
"278","food_enough_notwant",826785,598411,145936,46071,34609,0,1757,632074,121308,9054,21331,0,43018,"FL",1
"279","food_sometimes",495682,239865,86699,45801,113387,9930,0,201248,222405,32685,36282,3064,0,"FL",1
"280","food_notenough",64438,39558,0,24880,0,0,0,28247,1122,3349,31721,0,0,"FL",1
"281","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"FL",1
"282","25000>",659015,379183,66162,73036,102935,37699,0,363837,181040,33917,39479,40742,0,"FL",1
"283","25000-34999",481732,358792,71401,21603,23738,4562,1636,357268,59715,1194,31985,25622,5948,"FL",1
"284","35000-49999",708973,464853,146355,72963,24802,0,0,447535,166201,27940,0,59627,7669,"FL",1
"285","50000-74999",643420,494591,93184,40971,14673,0,0,542834,69997,8697,21892,0,0,"FL",1
"286","75000-99999",431278,302479,82516,42858,3425,0,0,351391,39291,40597,0,0,0,"FL",1
"287","100000-149999",539696,473473,59185,3201,3836,0,0,479782,56077,0,0,3836,0,"FL",1
"288","150000-199999",188615,183185,5431,0,0,0,0,170139,18477,0,0,0,0,"FL",1
"289","200000<",202926,163618,34072,5236,0,0,0,187515,15411,0,0,0,0,"FL",1
"290","income_nr",329565,78451,186959,12933,21611,0,29610,53014,56895,4825,16768,0,198064,"FL",1
"291","Total",2142014,1425104,452437,159087,40307,51906,13174,1593518,338113,146518,37972,11260,14632,"GA",1
"292","comp_school",508199,350573,99841,57785,0,0,0,393707,69951,38391,0,6149,0,"GA",1
"293","comp_home",1642516,1124101,383072,100019,35324,0,0,1257994,284845,68286,27000,4391,0,"GA",1
"294","comp_other",34202,15676,10591,2953,4983,0,0,20697,6674,0,4983,1848,0,"GA",1
"295","comp_nr",94870,26301,3490,0,0,51906,13174,34407,0,39841,5990,0,14632,"GA",1
"296","int_school",36822,18353,8312,10157,0,0,0,18039,10471,8312,0,0,0,"GA",1
"297","int_home",1971905,1355792,392248,139637,32042,45831,6356,1533476,278000,127439,32989,0,0,"GA",1
"298","int_other",88709,30832,45714,1105,4983,6075,0,32349,43546,7831,4983,0,0,"GA",1
"299","int_nr",83396,53923,11184,8188,3282,0,6818,48471,6096,2935,0,11260,14632,"GA",1
"300","yes_unemployed",1081053,667257,250202,105994,26712,24161,6727,741266,198402,96045,26678,6149,12513,"GA",1
"301","no_unemployed",1060961,757847,202235,53093,13594,27745,6447,852253,139712,50473,11294,5111,2119,"GA",1
"302","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"GA",1
"303","resp_employed_yes",1318027,1038910,164899,85887,16675,4838,6818,1099095,150898,40314,16429,2446,8846,"GA",1
"304","resp_employed_no",822799,385007,287538,73200,23632,47067,6356,493236,187216,106204,21543,8814,5786,"GA",1
"305","resp_employed_nr",1187,1187,0,0,0,0,0,1187,0,0,0,0,0,"GA",1
"306","food_enough_want",1368646,1004330,247780,78146,10265,26508,1616,1124985,178213,51879,6107,1945,5517,"GA",1
"307","food_enough_notwant",511496,292258,157858,40391,19661,1237,91,340359,124555,28549,15495,2446,91,"GA",1
"308","food_sometimes",167354,60223,25413,40549,5542,24161,11466,59881,35345,44704,11532,6869,9023,"GA",1
"309","food_notenough",94518,68293,21387,0,4838,0,0,68293,0,21387,4838,0,0,"GA",1
"310","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"GA",1
"311","25000>",425143,194756,120534,49364,9266,51223,0,233644,104667,64445,19220,3167,0,"GA",1
"312","25000-34999",202070,88681,51739,48662,12988,0,0,112894,48043,29170,11963,0,0,"GA",1
"313","35000-49999",283074,210327,48454,14109,9501,683,0,230632,23501,26314,683,1945,0,"GA",1
"314","50000-74999",345243,275954,44693,19765,0,0,4831,292875,35222,13901,2025,1128,91,"GA",1
"315","75000-99999",276494,173288,92891,6233,4082,0,0,229938,42473,0,4082,0,0,"GA",1
"316","100000-149999",278708,198253,67089,12179,1187,0,0,210559,58397,9752,0,0,0,"GA",1
"317","150000-199999",121072,110259,10812,0,0,0,0,110828,10244,0,0,0,0,"GA",1
"318","200000<",125088,112734,6983,3755,0,0,1616,115619,9469,0,0,0,0,"GA",1
"319","income_nr",85123,60853,9240,5022,3282,0,6727,56529,6096,2935,0,5022,14541,"GA",1
"320","Total",367841,262666,61336,26860,4310,9757,2913,281476,54123,21433,4654,6155,0,"HI",1
"321","comp_school",87102,62247,15732,7258,1866,0,0,70035,8796,1074,1866,5332,0,"HI",1
"322","comp_home",307879,231733,54101,19602,2444,0,0,250057,42481,13756,1586,0,0,"HI",1
"323","comp_other",1717,589,1128,0,0,0,0,978,740,0,0,0,0,"HI",1
"324","comp_nr",12670,0,0,0,0,9757,2913,719,3322,6603,1203,823,0,"HI",1
"325","int_school",1254,1254,0,0,0,0,0,1254,0,0,0,0,0,"HI",1
"326","int_home",340201,251882,56695,21034,2444,8146,0,271713,47968,18520,2000,0,0,"HI",1
"327","int_other",7092,1069,1244,0,1866,0,2913,2313,0,2913,1866,0,0,"HI",1
"328","int_nr",20548,9715,3397,5826,0,1611,0,7450,6154,0,788,6155,0,"HI",1
"329","yes_unemployed",223152,156080,31126,23666,3346,8934,0,155715,41791,16623,3691,5332,0,"HI",1
"330","no_unemployed",144689,106586,30210,3193,964,823,2913,125761,12332,4810,964,823,0,"HI",1
"331","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",1
"332","resp_employed_yes",194580,126910,36943,25648,964,1203,2913,141480,30569,15750,2166,4614,0,"HI",1
"333","resp_employed_no",173261,135756,24393,1212,3346,8554,0,139996,23553,5682,2488,1542,0,"HI",1
"334","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",1
"335","food_enough_want",227589,186619,23422,9132,2830,5587,0,190265,28093,6401,2830,0,0,"HI",1
"336","food_enough_notwant",115364,66471,35468,7227,622,2663,2913,83965,18330,5876,1036,6155,0,"HI",1
"337","food_sometimes",20466,5777,2446,9878,858,1507,0,6285,4239,9155,788,0,0,"HI",1
"338","food_notenough",4421,3799,0,622,0,0,0,961,3460,0,0,0,0,"HI",1
"339","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",1
"340","25000>",24639,15152,4242,1698,2724,823,0,16125,5106,0,1866,1542,0,"HI",1
"341","25000-34999",20510,13627,2215,0,622,1133,2913,15158,1403,2913,1036,0,0,"HI",1
"342","35000-49999",43295,26690,7401,6151,0,3053,0,30091,3641,4161,788,4614,0,"HI",1
"343","50000-74999",93736,61354,21441,10941,0,0,0,62680,20115,10941,0,0,0,"HI",1
"344","75000-99999",60529,51313,6826,0,964,1426,0,50603,5545,3418,964,0,0,"HI",1
"345","100000-149999",69286,51267,7933,6764,0,3322,0,63263,6024,0,0,0,0,"HI",1
"346","150000-199999",19822,17519,1778,526,0,0,0,14020,5802,0,0,0,0,"HI",1
"347","200000<",17430,16029,1114,287,0,0,0,17097,333,0,0,0,0,"HI",1
"348","income_nr",18593,9715,8385,493,0,0,0,12439,6154,0,0,0,0,"HI",1
"349","Total",582093,402316,115365,30026,20183,14204,0,435213,99056,28482,8479,10864,0,"IA",1
"350","comp_school",274046,195364,56797,15583,6302,0,0,207033,44740,21245,1029,0,0,"IA",1
"351","comp_home",396568,288280,81451,12955,13881,0,0,325468,56734,8760,5606,0,0,"IA",1
"352","comp_other",3169,366,0,2803,0,0,0,366,2803,0,0,0,0,"IA",1
"353","comp_nr",14204,0,0,0,0,14204,0,1496,0,0,1844,10864,0,"IA",1
"354","int_school",4464,4464,0,0,0,0,0,1704,1731,0,1029,0,0,"IA",1
"355","int_home",559200,396238,114924,27223,19320,1496,0,432492,91592,28482,6634,0,0,"IA",1
"356","int_other",4429,1626,0,2803,0,0,0,0,4429,0,0,0,0,"IA",1
"357","int_nr",15029,1017,440,0,864,12708,0,1017,1304,0,1844,10864,0,"IA",1
"358","yes_unemployed",256176,145502,66015,22376,12771,9513,0,164404,55529,20096,6634,9513,0,"IA",1
"359","no_unemployed",325917,256815,49350,7650,7412,4691,0,270810,43526,8386,1844,1351,0,"IA",1
"360","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",1
"361","resp_employed_yes",419791,319848,75213,16433,6302,1994,0,339590,69123,9551,1029,499,0,"IA",1
"362","resp_employed_no",162302,82468,40151,13592,13881,12209,0,95624,29933,18931,7450,10365,0,"IA",1
"363","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",1
"364","food_enough_want",418707,344097,60892,7540,1987,4192,0,355280,51723,9008,1844,852,0,"IA",1
"365","food_enough_notwant",113445,46072,49178,11228,6469,499,0,69049,31733,6559,5606,499,0,"IA",1
"366","food_sometimes",48537,12148,5295,9855,11727,9513,0,9481,15599,12915,1029,9513,0,"IA",1
"367","food_notenough",1403,0,0,1403,0,0,0,1403,0,0,0,0,0,"IA",1
"368","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",1
"369","25000>",78911,25993,29568,10276,864,12209,0,50762,9140,6799,1844,10365,0,"IA",1
"370","25000-34999",35418,24034,9864,583,439,499,0,30144,4193,583,0,499,0,"IA",1
"371","35000-49999",62499,42984,9319,3042,7154,0,0,35123,17180,4591,5606,0,0,"IA",1
"372","50000-74999",123262,78396,24771,14232,5863,0,0,82703,30782,8749,1029,0,0,"IA",1
"373","75000-99999",70932,54936,14104,1892,0,0,0,52930,17061,940,0,0,0,"IA",1
"374","100000-149999",121392,100676,13357,0,5863,1496,0,102038,12535,6819,0,0,0,"IA",1
"375","150000-199999",51797,45658,6139,0,0,0,0,47619,4178,0,0,0,0,"IA",1
"376","200000<",30730,26800,3930,0,0,0,0,27740,2990,0,0,0,0,"IA",1
"377","income_nr",7153,2839,4313,0,0,0,0,6155,997,0,0,0,0,"IA",1
"378","Total",378160,257954,69865,27941,17572,4828,0,290078,61697,16653,2053,7361,317,"ID",1
"379","comp_school",158561,110319,28985,14621,4636,0,0,132993,24717,618,231,0,0,"ID",1
"380","comp_home",243480,173124,44990,15369,9998,0,0,182571,40117,15025,2053,3715,0,"ID",1
"381","comp_other",5467,529,0,1768,3170,0,0,4949,0,518,0,0,0,"ID",1
"382","comp_nr",6049,1220,0,0,0,4828,0,1593,0,492,0,3646,317,"ID",1
"383","int_school",780,780,0,0,0,0,0,780,0,0,0,0,0,"ID",1
"384","int_home",352378,251493,67967,21135,10601,1182,0,279530,55132,15894,1822,0,0,"ID",1
"385","int_other",6908,6159,0,0,749,0,0,6159,0,518,231,0,0,"ID",1
"386","int_nr",20747,2175,1898,6806,6221,3646,0,6262,6566,241,0,7361,317,"ID",1
"387","yes_unemployed",165483,107592,39813,10170,4983,2925,0,125576,27657,6294,1822,4133,0,"ID",1
"388","no_unemployed",212678,150362,30053,17771,12589,1903,0,164502,34040,10359,231,3228,317,"ID",1
"389","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ID",1
"390","resp_employed_yes",275334,195982,45357,18795,13424,1776,0,225020,33506,12691,617,3182,317,"ID",1
"391","resp_employed_no",102826,61972,24509,9146,4148,3052,0,65058,28192,3962,1436,4179,0,"ID",1
"392","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ID",1
"393","food_enough_want",286884,214843,43986,17008,8875,2171,0,239580,29873,12722,1822,2888,0,"ID",1
"394","food_enough_notwant",82317,38900,25105,10933,5673,1706,0,45793,31545,2329,231,2101,317,"ID",1
"395","food_sometimes",8372,4095,775,0,3023,479,0,4590,280,1601,0,1901,0,"ID",1
"396","food_notenough",588,116,0,0,0,472,0,116,0,0,0,472,0,"ID",1
"397","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ID",1
"398","25000>",29877,10559,8288,4981,3418,2631,0,15237,7251,3632,0,3757,0,"ID",1
"399","25000-34999",37464,15581,18450,2710,231,492,0,18338,16045,2463,617,0,0,"ID",1
"400","35000-49999",40302,28722,9819,698,642,422,0,37095,1446,1340,0,422,0,"ID",1
"401","50000-74999",90587,73481,9048,6211,1847,0,0,79123,8208,1820,1436,0,0,"ID",1
"402","75000-99999",60064,50376,5651,4037,0,0,0,52235,5623,2207,0,0,0,"ID",1
"403","100000-149999",66905,47257,13090,2182,4377,0,0,48836,11222,4950,0,1898,0,"ID",1
"404","150000-199999",15774,13392,2382,0,0,0,0,12935,2839,0,0,0,0,"ID",1
"405","200000<",18830,15898,2615,317,0,0,0,16691,2140,0,0,0,0,"ID",1
"406","income_nr",18357,2688,521,6806,7056,1284,0,9591,6924,241,0,1284,317,"ID",1
"407","Total",2441393,1710239,472468,84585,79019,75798,19284,1675566,441740,143801,112172,19482,48632,"IL",1
"408","comp_school",1133845,910200,189048,8497,26100,0,0,770834,235684,96701,27797,2829,0,"IL",1
"409","comp_home",1427504,1009700,311437,56784,49583,0,0,1097283,199805,51676,78740,0,0,"IL",1
"410","comp_other",20844,10551,4693,2264,3336,0,0,16151,4693,0,0,0,0,"IL",1
"411","comp_nr",138232,19119,5161,18870,0,75798,19284,13302,51854,2156,5635,16654,48632,"IL",1
"412","int_school",11711,11711,0,0,0,0,0,11711,0,0,0,0,0,"IL",1
"413","int_home",2339082,1665496,460562,62887,79019,59144,11974,1646270,436839,143801,112172,0,0,"IL",1
"414","int_other",14783,9882,4901,0,0,0,0,9882,4901,0,0,0,0,"IL",1
"415","int_nr",76383,23715,7006,21699,0,16654,7310,8269,0,0,0,19482,48632,"IL",1
"416","yes_unemployed",1273933,796660,269857,65309,65809,68517,7782,793790,343460,46409,39304,16654,34316,"IL",1
"417","no_unemployed",1167460,913578,202612,19276,13210,7281,11502,881776,98280,97393,72868,2829,14315,"IL",1
"418","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",1
"419","resp_employed_yes",1642033,1251300,257507,37984,16819,59139,19284,1188883,236310,108503,75816,8458,24063,"IL",1
"420","resp_employed_no",799360,458939,214961,46601,62200,16659,0,486683,205429,35298,36356,11024,24568,"IL",1
"421","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",1
"422","food_enough_want",1670583,1348111,179222,34381,45504,51863,11502,1268042,233588,100696,36380,0,31878,"IL",1
"423","food_enough_notwant",625695,319542,280225,18147,0,0,7782,345306,185146,18912,71171,0,5161,"IL",1
"424","food_sometimes",107069,42585,9505,20464,21605,12911,0,58701,23006,16904,0,8458,0,"IL",1
"425","food_notenough",38044,0,3517,11593,11910,11024,0,3517,0,7289,4621,11024,11593,"IL",1
"426","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",1
"427","25000>",397548,254900,92167,6667,21526,22289,0,164639,100965,102205,10256,19482,0,"IL",1
"428","25000-34999",166927,124320,14645,10807,9874,7281,0,151626,10631,4670,0,0,0,"IL",1
"429","35000-49999",432340,230366,132978,17636,7289,44072,0,259232,87916,14021,71171,0,0,"IL",1
"430","50000-74999",245955,212657,19562,7452,6284,0,0,229523,3628,9856,2948,0,0,"IL",1
"431","75000-99999",312739,174862,137877,0,0,0,0,170980,141759,0,0,0,0,"IL",1
"432","100000-149999",468963,394690,26423,12858,30800,0,4192,380538,55960,6365,26100,0,0,"IL",1
"433","150000-199999",174190,135441,26232,9271,3246,0,0,150147,19515,4528,0,0,0,"IL",1
"434","200000<",175129,156369,15579,1025,0,2156,0,157693,13583,2156,1697,0,0,"IL",1
"435","income_nr",67601,26634,7006,18870,0,0,15091,11188,7782,0,0,0,48632,"IL",1
"436","Total",1422897,1045420,217227,83423,42109,21345,13373,991966,276273,79121,22543,32307,20687,"IN",1
"437","comp_school",773133,646777,106447,3497,16412,0,0,594592,115646,45789,3356,13750,0,"IN",1
"438","comp_home",763626,545269,116677,79043,22638,0,0,539660,157126,47653,19187,0,0,"IN",1
"439","comp_other",53422,12891,36712,760,3059,0,0,13651,36712,0,0,3059,0,"IN",1
"440","comp_nr",42033,2315,3333,1666,0,21345,13373,0,5847,0,0,15498,20687,"IN",1
"441","int_school",21771,2584,0,0,19187,0,0,2584,0,0,19187,0,0,"IN",1
"442","int_home",1312013,1007766,213894,78393,6112,5847,0,977501,276273,54884,3356,0,0,"IN",1
"443","int_other",4997,0,4929,69,0,0,0,0,4929,69,0,0,0,"IN",1
"444","int_nr",89113,35070,3333,5030,16809,15498,13373,11882,0,24237,0,32307,20687,"IN",1
"445","yes_unemployed",826718,584675,145524,51193,21082,12416,11829,552161,169255,65073,3356,23378,13496,"IN",1
"446","no_unemployed",596179,460745,71704,32230,21027,8930,1544,439806,107017,14047,19187,8930,7192,"IN",1
"447","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IN",1
"448","resp_employed_yes",801482,660531,66806,48322,6045,6405,13373,633312,108947,32880,3356,7949,15039,"IN",1
"449","resp_employed_no",618004,384889,147009,35102,36063,14940,0,358654,163915,46241,19187,24358,5648,"IN",1
"450","resp_employed_nr",3411,0,3411,0,0,0,0,0,3411,0,0,0,0,"IN",1
"451","food_enough_want",911723,760730,78767,51641,9172,11413,0,736842,115481,50775,0,8625,0,"IN",1
"452","food_enough_notwant",334415,208921,82587,18266,12206,5729,6706,211536,89934,989,0,17935,14020,"IN",1
"453","food_sometimes",165333,70356,55872,7502,20731,4204,6667,35787,70857,23731,22543,5747,6667,"IN",1
"454","food_notenough",7801,1787,0,6014,0,0,0,7801,0,0,0,0,0,"IN",1
"455","food_nr",3626,3626,0,0,0,0,0,0,0,3626,0,0,0,"IN",1
"456","25000>",210277,73831,86364,25148,20731,4204,0,76166,103717,5460,19187,5747,0,"IN",1
"457","25000-34999",134640,86771,13350,20474,14046,0,0,84892,15782,18088,2005,12206,1666,"IN",1
"458","35000-49999",124503,97478,15735,2383,3059,5847,0,92418,19299,8375,1351,3059,0,"IN",1
"459","50000-74999",300289,227522,49536,17665,0,5566,0,229910,59801,5012,0,5566,0,"IN",1
"460","75000-99999",172203,140973,28568,0,2662,0,0,132915,21340,17948,0,0,0,"IN",1
"461","100000-149999",257912,232987,15270,2315,1611,5729,0,206927,45256,0,0,5729,0,"IN",1
"462","150000-199999",51081,44801,2581,3700,0,0,0,48379,2703,0,0,0,0,"IN",1
"463","200000<",66647,55782,2490,8375,0,0,0,58272,8375,0,0,0,0,"IN",1
"464","income_nr",105345,85275,3333,3364,0,0,13373,62087,0,24237,0,0,19021,"IN",1
"465","Total",582109,404922,121247,23206,18986,10757,2991,388992,106606,42074,25389,8959,10089,"KS",1
"466","comp_school",332639,259996,58219,9860,4563,0,0,220594,74261,26083,11700,0,0,"KS",1
"467","comp_home",334251,238113,78019,8351,9768,0,0,250078,56232,18563,9378,0,0,"KS",1
"468","comp_other",6381,1726,0,0,4654,0,0,485,1241,2142,2513,0,0,"KS",1
"469","comp_nr",20846,1296,808,4995,0,10757,2991,0,0,0,1799,8959,10089,"KS",1
"470","int_school",24074,24074,0,0,0,0,0,24074,0,0,0,0,0,"KS",1
"471","int_home",531045,380308,111741,18212,18986,1799,0,366824,104807,34025,25389,0,0,"KS",1
"472","int_other",7565,3839,648,0,3077,0,0,2689,1799,0,3077,0,0,"KS",1
"473","int_nr",27097,1296,8857,4995,0,8959,2991,0,0,8049,0,8959,10089,"KS",1
"474","yes_unemployed",241363,137636,58705,19355,12415,10757,2494,135280,43488,24722,20129,8959,8784,"KS",1
"475","no_unemployed",340746,267286,62541,3851,6571,0,497,253712,63117,17351,5260,0,1305,"KS",1
"476","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KS",1
"477","resp_employed_yes",404052,292438,69304,21005,9356,8959,2991,275571,67690,25252,16492,8959,10089,"KS",1
"478","resp_employed_no",174376,112484,51942,2201,5950,1799,0,113421,38916,16822,5217,0,0,"KS",1
"479","resp_employed_nr",3680,0,0,0,3680,0,0,0,0,0,3680,0,0,"KS",1
"480","food_enough_want",397191,296803,92249,0,3349,1799,2991,298642,64993,23314,5148,0,5094,"KS",1
"481","food_enough_notwant",150592,90169,24413,18249,8802,8959,0,71536,36713,13672,14718,8959,4995,"KS",1
"482","food_sometimes",32284,15908,4585,4957,6834,0,0,16773,4900,5088,5524,0,0,"KS",1
"483","food_notenough",2042,2042,0,0,0,0,0,2042,0,0,0,0,0,"KS",1
"484","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KS",1
"485","25000>",76230,53728,6349,4731,2463,8959,0,47433,5113,11356,3369,8959,0,"KS",1
"486","25000-34999",58713,32226,13834,5164,7488,0,0,25418,15487,10783,7024,0,0,"KS",1
"487","35000-49999",101027,50922,41072,0,9034,0,0,73284,17564,3287,6892,0,0,"KS",1
"488","50000-74999",105456,73394,22662,7601,0,1799,0,70120,27232,0,8104,0,0,"KS",1
"489","75000-99999",53646,47886,5044,715,0,0,0,39523,9537,4586,0,0,0,"KS",1
"490","100000-149999",96645,80299,16347,0,0,0,0,68096,24536,4013,0,0,0,"KS",1
"491","150000-199999",33312,26878,6434,0,0,0,0,26177,7136,0,0,0,0,"KS",1
"492","200000<",31130,31130,0,0,0,0,0,31130,0,0,0,0,0,"KS",1
"493","income_nr",25949,8459,9505,4995,0,0,2991,7811,0,8049,0,0,10089,"KS",1
"494","Total",905789,568414,141301,41173,82595,65895,6411,596114,128791,85475,22346,66651,6411,"KY",1
"495","comp_school",213259,151464,41105,3532,17158,0,0,165421,36712,8952,813,1362,0,"KY",1
"496","comp_home",634261,464070,106766,23714,39710,0,0,468796,94044,50493,20927,0,0,"KY",1
"497","comp_other",46632,6978,0,13928,25726,0,0,16346,1136,14273,605,14272,0,"KY",1
"498","comp_nr",74804,1362,1136,0,0,65895,6411,2716,2901,11758,0,51018,6411,"KY",1
"499","int_school",3178,0,3178,0,0,0,0,0,3178,0,0,0,0,"KY",1
"500","int_home",781816,552557,112179,36660,65543,14876,0,578025,107894,74969,20927,0,0,"KY",1
"501","int_other",27313,5797,20703,0,813,0,0,5797,14710,5993,813,0,0,"KY",1
"502","int_nr",95525,10060,7283,4513,16239,51018,6411,12292,5051,4513,605,66651,6411,"KY",1
"503","yes_unemployed",499655,272011,94197,19182,61481,52783,0,296030,95284,37606,19717,51018,0,"KY",1
"504","no_unemployed",405151,296403,46120,21991,21114,13111,6411,300084,32524,47869,2629,15633,6411,"KY",1
"505","unemployed_nr",984,0,984,0,0,0,0,0,984,0,0,0,0,"KY",1
"506","resp_employed_yes",481723,338601,68051,15723,44617,8319,6411,354640,68069,33729,17512,1362,6411,"KY",1
"507","resp_employed_no",424066,229813,73250,25450,37977,57576,0,241474,60722,51747,4834,65290,0,"KY",1
"508","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",1
"509","food_enough_want",557583,415938,70287,23785,36400,8043,3130,444363,58908,35558,14138,1485,3130,"KY",1
"510","food_enough_notwant",201418,108537,65723,7991,12618,3267,3282,118740,52604,20386,3131,3275,3282,"KY",1
"511","food_sometimes",94469,43939,4145,1641,29575,15169,0,31865,17279,17773,5077,22476,0,"KY",1
"512","food_notenough",52319,0,1146,7757,4001,39415,0,1146,0,11758,0,39415,0,"KY",1
"513","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",1
"514","25000>",212283,83574,24574,12457,35608,56070,0,85969,14433,42043,6461,63377,0,"KY",1
"515","25000-34999",127718,64128,30119,1210,27468,4793,0,69168,45700,12850,0,0,0,"KY",1
"516","35000-49999",71588,45671,9621,14272,2024,0,0,54138,2726,12700,2024,0,0,"KY",1
"517","50000-74999",181574,125528,38127,1641,14513,1765,0,131530,36678,1125,12241,0,0,"KY",1
"518","75000-99999",131404,109551,11535,7042,1362,1913,0,112317,7161,8650,0,3275,0,"KY",1
"519","100000-149999",103959,82493,13941,4551,1621,1354,0,82653,11579,8106,1621,0,0,"KY",1
"520","150000-199999",16209,15176,1033,0,0,0,0,16209,0,0,0,0,0,"KY",1
"521","200000<",29910,26629,3281,0,0,0,0,26234,3676,0,0,0,0,"KY",1
"522","income_nr",31144,15664,9069,0,0,0,6411,17896,6837,0,0,0,6411,"KY",1
