"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"3517","int_other",6870,676,1205,475,4515,0,0,676,1679,0,4515,0,0,"KY",3
"3518","int_nr",25333,6473,3269,0,10575,2313,2704,6691,0,3051,11813,1074,2704,"KY",3
"3519","yes_unemployed",496128,281601,64647,125241,22150,1398,1091,295967,165208,17191,16851,0,912,"KY",3
"3520","no_unemployed",380437,291205,63282,6354,16279,1526,1791,278860,82727,364,15619,1074,1791,"KY",3
"3521","unemployed_nr",626,344,0,282,0,0,0,344,0,282,0,0,0,"KY",3
"3522","resp_employed_yes",441147,370973,19377,26993,20308,1526,1970,362014,52961,8250,15216,915,1791,"KY",3
"3523","resp_employed_no",436044,202176,108552,104884,18121,1398,912,213157,194973,9587,17254,160,912,"KY",3
"3524","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",3
"3525","food_enough_want",548323,349650,81813,102846,11241,1064,1709,336581,188012,11006,10742,453,1530,"KY",3
"3526","food_enough_notwant",244007,178623,30955,27460,5309,1398,261,189839,43058,4503,6186,160,261,"KY",3
"3527","food_sometimes",64222,38690,958,1571,21628,462,912,43311,1915,2328,15293,462,912,"KY",3
"3528","food_notenough",20639,6186,14203,0,250,0,0,5440,14949,0,250,0,0,"KY",3
"3529","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",3
"3530","25000>",243712,98548,10502,102670,30594,1398,0,102113,106947,2659,31992,0,0,"KY",3
"3531","25000-34999",86859,53826,30501,1616,453,462,0,49822,35354,1220,0,462,0,"KY",3
"3532","35000-49999",51646,39220,4013,8253,160,0,0,37103,10134,4249,0,160,0,"KY",3
"3533","50000-74999",112810,71343,18512,15016,6696,1064,179,84659,24924,2411,363,453,0,"KY",3
"3534","75000-99999",96386,93878,2052,456,0,0,0,92719,3153,515,0,0,0,"KY",3
"3535","100000-149999",175630,165196,6621,3812,0,0,0,156220,15617,3678,115,0,0,"KY",3
"3536","150000-199999",59142,19999,39089,55,0,0,0,20433,38655,55,0,0,0,"KY",3
"3537","200000<",22787,21824,437,0,525,0,0,22787,0,0,0,0,0,"KY",3
"3538","income_nr",28219,9314,16201,0,0,0,2704,9314,13150,3051,0,0,2704,"KY",3
"3539","Total",984463,508705,213878,88628,91175,59237,22840,564102,202747,97915,71143,22288,26268,"LA",3
"3540","comp_school",208517,136091,44157,13122,15147,0,0,154113,50979,2311,1113,0,0,"LA",3
"3541","comp_home",650144,386596,169154,68636,25758,0,0,419240,152892,44496,28230,2488,2798,"LA",3
"3542","comp_other",59941,1085,1568,8088,49201,0,0,1555,301,12259,41800,4025,0,"LA",3
"3543","comp_nr",84019,253,377,243,1070,59237,22840,5648,0,39127,0,15774,23470,"LA",3
"3544","int_school",16903,149,3237,0,13380,136,0,15471,1295,136,0,0,0,"LA",3
"3545","int_home",841950,485925,210150,72284,30265,43326,0,524778,201452,85081,30639,0,0,"LA",3
"3546","int_other",53808,0,0,13303,40505,0,0,2778,0,10525,40505,0,0,"LA",3
"3547","int_nr",71803,22631,491,3041,7026,15774,22840,21074,0,2173,0,22288,26268,"LA",3
"3548","yes_unemployed",539502,277430,81686,68930,39503,50573,21381,304878,84716,90910,21437,12752,24809,"LA",3
"3549","no_unemployed",444961,231275,132192,19699,51672,8663,1459,259224,118030,7005,49707,9536,1459,"LA",3
"3550","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"LA",3
"3551","resp_employed_yes",561331,256944,162293,44729,61185,15774,20405,296146,146572,32434,43464,19134,23580,"LA",3
"3552","resp_employed_no",423132,251761,51586,43899,29990,43462,2435,267956,56174,65481,27679,3153,2687,"LA",3
"3553","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"LA",3
"3554","food_enough_want",628735,384679,115538,47723,8964,50150,21681,403739,103962,75740,9691,13292,22311,"LA",3
"3555","food_enough_notwant",156441,94466,25526,24505,4539,6417,988,109361,25103,8600,6146,3445,3787,"LA",3
"3556","food_sometimes",181584,22565,66506,15527,74146,2670,170,40890,67651,12016,55306,5551,170,"LA",3
"3557","food_notenough",16468,5760,6309,873,3526,0,0,8877,6031,1560,0,0,0,"LA",3
"3558","food_nr",1236,1236,0,0,0,0,0,1236,0,0,0,0,0,"LA",3
"3559","25000>",241587,65939,42943,19251,71603,41850,0,94861,37549,53539,49040,6598,0,"LA",3
"3560","25000-34999",52144,12383,17054,14921,3303,4482,0,13446,22848,7665,4915,3269,0,"LA",3
"3561","35000-49999",93360,59494,823,30722,2322,0,0,59670,7777,17496,8418,0,0,"LA",3
"3562","50000-74999",232728,96555,105482,14742,3046,12904,0,100546,106891,12112,872,12307,0,"LA",3
"3563","75000-99999",112221,85489,24046,502,2183,0,0,92041,17471,2456,0,0,253,"LA",3
"3564","100000-149999",89876,68230,17439,4207,0,0,0,81344,4814,3605,0,114,0,"LA",3
"3565","150000-199999",67029,60707,3364,2958,0,0,0,60966,3265,0,0,0,2798,"LA",3
"3566","200000<",42299,39739,1477,1083,0,0,0,39990,1259,800,249,0,0,"LA",3
"3567","income_nr",53219,20169,1250,243,8719,0,22840,21239,873,243,7648,0,23217,"LA",3
"3568","Total",1251451,936910,221370,59573,24824,4371,4402,1004325,172870,47900,2027,4530,19799,"MA",3
"3569","comp_school",430579,335601,80085,13275,1618,0,0,372457,44141,13340,0,642,0,"MA",3
"3570","comp_home",923835,704948,148960,47273,22655,0,0,756184,131116,34406,1924,0,205,"MA",3
"3571","comp_other",7428,4326,2621,0,480,0,0,4743,2151,431,102,0,0,"MA",3
"3572","comp_nr",25303,9634,6824,0,71,4371,4402,883,407,530,0,3888,19594,"MA",3
"3573","int_school",1167,1167,0,0,0,0,0,1167,0,0,0,0,0,"MA",3
"3574","int_home",1141016,921280,147997,46024,24753,554,407,981912,131011,26065,2027,0,0,"MA",3
"3575","int_other",15041,2090,12708,243,0,0,0,2334,2261,10446,0,0,0,"MA",3
"3576","int_nr",94516,12662,60665,13306,71,3817,3995,19200,39598,11388,0,4530,19799,"MA",3
"3577","yes_unemployed",624930,437404,122970,48081,12771,530,3174,491529,79876,43534,359,71,9560,"MA",3
"3578","no_unemployed",625106,498230,98260,11493,12053,3841,1228,511520,92854,4366,1668,4459,10239,"MA",3
"3579","unemployed_nr",1415,1276,140,0,0,0,0,1276,140,0,0,0,0,"MA",3
"3580","resp_employed_yes",819295,630026,138316,28608,17761,554,4030,662546,124294,17319,1382,713,13040,"MA",3
"3581","resp_employed_no",427242,302483,82914,30965,7064,3817,0,337377,48437,30581,645,3817,6386,"MA",3
"3582","resp_employed_nr",4913,4401,140,0,0,0,372,4401,140,0,0,0,372,"MA",3
"3583","food_enough_want",843918,714688,98906,12503,12271,4371,1180,735941,88381,4380,1668,3888,9661,"MA",3
"3584","food_enough_notwant",309207,194344,90187,24628,0,0,49,196687,79926,24629,359,642,6964,"MA",3
"3585","food_sometimes",64541,12255,31436,8297,12553,0,0,54445,4320,5777,0,0,0,"MA",3
"3586","food_notenough",31762,14279,163,14145,0,0,3174,15311,163,13113,0,0,3174,"MA",3
"3587","food_nr",2021,1345,677,0,0,0,0,1941,81,0,0,0,0,"MA",3
"3588","25000>",134357,79000,33140,11336,7064,3817,0,98233,26251,6056,0,3817,0,"MA",3
"3589","25000-34999",110296,43009,41517,14990,10780,0,0,53590,42025,14036,645,0,0,"MA",3
"3590","35000-49999",56031,38348,9132,8551,0,0,0,45538,8861,990,0,642,0,"MA",3
"3591","50000-74999",135426,67414,59681,6232,1569,530,0,83452,39562,11880,461,71,0,"MA",3
"3592","75000-99999",115962,100910,11404,2543,1105,0,0,105820,8007,2135,0,0,0,"MA",3
"3593","100000-149999",297415,261512,24264,11639,0,0,0,260553,24692,11388,781,0,0,"MA",3
"3594","150000-199999",140309,127063,12155,951,140,0,0,120981,18003,980,140,0,205,"MA",3
"3595","200000<",199341,184470,8508,1766,4167,24,407,194397,4797,147,0,0,0,"MA",3
"3596","income_nr",62313,35185,21569,1564,0,0,3995,41760,671,288,0,0,19594,"MA",3
"3597","Total",1039512,752283,160400,75833,38841,5346,6808,713730,240747,69705,2115,5346,7870,"MD",3
"3598","comp_school",337223,279260,39609,15522,2832,0,0,234095,83866,19262,0,0,0,"MD",3
"3599","comp_home",752301,568707,127899,47371,8324,0,0,541674,158699,50068,1860,0,0,"MD",3
"3600","comp_other",46983,5877,0,11927,29178,0,0,41822,2081,3080,0,0,0,"MD",3
"3601","comp_nr",16146,869,1679,1188,255,5346,6808,1902,773,0,255,5346,7870,"MD",3
"3602","int_school",10112,6399,110,3603,0,0,0,6330,105,3677,0,0,0,"MD",3
"3603","int_home",992774,728083,155865,69707,38586,0,533,686776,240089,64048,1860,0,0,"MD",3
"3604","int_other",20569,17184,1157,2228,0,0,0,17184,0,3385,0,0,0,"MD",3
"3605","int_nr",22237,5356,4535,469,255,5346,6275,8177,588,0,255,5346,7870,"MD",3
"3606","yes_unemployed",497049,359089,70266,24415,31126,5346,6808,354054,110132,19319,1923,5346,6275,"MD",3
"3607","no_unemployed",542463,393195,90135,51419,7715,0,0,359675,130614,50386,192,0,1595,"MD",3
"3608","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MD",3
"3609","resp_employed_yes",541662,406663,96490,34081,3980,0,448,433606,80793,25027,192,0,2043,"MD",3
"3610","resp_employed_no",496920,345621,63513,41752,34861,5346,5827,279193,159953,44678,1923,5346,5827,"MD",3
"3611","resp_employed_nr",930,0,397,0,0,0,533,930,0,0,0,0,0,"MD",3
"3612","food_enough_want",710144,580483,95516,18520,9352,0,6275,532683,158340,12435,192,0,6494,"MD",3
"3613","food_enough_notwant",239258,148833,47387,43039,0,0,0,131417,65707,40758,0,0,1376,"MD",3
"3614","food_sometimes",81445,20272,17497,11909,25887,5346,533,47002,14735,14361,0,5346,0,"MD",3
"3615","food_notenough",8665,2696,0,2366,3603,0,0,2627,1964,2151,1923,0,0,"MD",3
"3616","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MD",3
"3617","25000>",73923,35595,15632,5122,11695,5346,533,46143,12949,7817,1668,5346,0,"MD",3
"3618","25000-34999",73021,61204,5504,5740,572,0,0,62054,6177,4790,0,0,0,"MD",3
"3619","35000-49999",132000,89464,6429,14452,21655,0,0,65297,61084,5620,0,0,0,"MD",3
"3620","50000-74999",66090,30946,25326,6671,3148,0,0,34017,22289,9784,0,0,0,"MD",3
"3621","75000-99999",131455,54725,36590,39501,640,0,0,57385,35626,38444,0,0,0,"MD",3
"3622","100000-149999",202832,180982,20009,1157,683,0,0,138922,63274,635,0,0,0,"MD",3
"3623","150000-199999",96506,81947,13862,249,447,0,0,82311,13747,0,447,0,0,"MD",3
"3624","200000<",228385,198345,27796,2244,0,0,0,208386,17860,2139,0,0,0,"MD",3
"3625","income_nr",35300,19075,9252,699,0,0,6275,19214,7740,477,0,0,7870,"MD",3
"3626","Total",258348,192425,46052,15734,2690,372,1074,197642,36873,8488,2619,347,12380,"ME",3
"3627","comp_school",112399,90352,11610,10309,128,0,0,94503,11711,5989,167,30,0,"ME",3
"3628","comp_home",176428,127512,43634,2719,2562,0,0,147218,23595,3019,2452,143,0,"ME",3
"3629","comp_other",6402,1472,86,2907,1938,0,0,1557,2907,0,1938,0,0,"ME",3
"3630","comp_nr",12752,11305,0,0,0,372,1074,198,0,0,0,173,12380,"ME",3
"3631","int_school",2445,233,0,2212,0,0,0,60,173,2212,0,0,0,"ME",3
"3632","int_home",234930,179939,37233,14870,2690,198,0,188153,36535,7624,2619,0,0,"ME",3
"3633","int_other",1147,196,86,865,0,0,0,196,86,865,0,0,0,"ME",3
"3634","int_nr",22356,12290,8819,0,0,173,1074,9292,338,0,0,347,12380,"ME",3
"3635","yes_unemployed",130041,82972,31827,12066,2643,372,161,96801,24344,4753,2410,347,1388,"ME",3
"3636","no_unemployed",128307,109453,14225,3668,47,0,914,100841,12529,3736,208,0,10992,"ME",3
"3637","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ME",3
"3638","resp_employed_yes",174013,140428,29087,3289,123,173,914,139165,18407,3929,208,347,11956,"ME",3
"3639","resp_employed_no",83941,51604,16966,12446,2567,198,161,58259,18466,4559,2410,0,247,"ME",3
"3640","resp_employed_nr",394,394,0,0,0,0,0,217,0,0,0,0,177,"ME",3
"3641","food_enough_want",159214,124255,23430,10424,191,0,914,128585,24502,3262,289,173,2403,"ME",3
"3642","food_enough_notwant",79427,66363,8892,1672,2499,0,0,59843,5650,1789,2329,0,9816,"ME",3
"3643","food_sometimes",17858,292,13730,3638,0,198,0,7699,6721,3438,0,0,0,"ME",3
"3644","food_notenough",377,43,0,0,0,173,161,43,0,0,0,173,161,"ME",3
"3645","food_nr",1472,1472,0,0,0,0,0,1472,0,0,0,0,0,"ME",3
"3646","25000>",14751,9451,887,1789,2252,372,0,10570,168,1820,2019,173,0,"ME",3
"3647","25000-34999",20489,8800,6205,5437,47,0,0,14551,1134,4775,0,30,0,"ME",3
"3648","35000-49999",34479,22909,6916,4654,0,0,0,22575,11481,300,123,0,0,"ME",3
"3649","50000-74999",67100,53982,13119,0,0,0,0,57320,9100,680,0,0,0,"ME",3
"3650","75000-99999",39200,34291,3857,662,391,0,0,34116,3826,781,477,0,0,"ME",3
"3651","100000-149999",37843,30670,3981,3193,0,0,0,31712,5988,0,0,143,0,"ME",3
"3652","150000-199999",11860,11349,511,0,0,0,0,7818,3995,47,0,0,0,"ME",3
"3653","200000<",10531,8858,1673,0,0,0,0,9687,844,0,0,0,0,"ME",3
"3654","income_nr",22095,12117,8904,0,0,0,1074,9292,338,85,0,0,12380,"ME",3
"3655","Total",1791903,1147771,350377,98865,150602,27781,16507,1227616,262322,229055,37476,18501,16932,"MI",3
"3656","comp_school",424040,301928,77257,34017,10838,0,0,294323,106840,5972,11214,5691,0,"MI",3
"3657","comp_home",1465374,1010320,263813,52542,138699,0,0,1057592,179607,202680,24828,667,0,"MI",3
"3658","comp_other",52776,3004,32271,14595,2905,0,0,24822,0,23820,2905,1228,0,"MI",3
"3659","comp_nr",47522,1121,1027,0,1086,27781,16507,9791,6391,1179,1086,12143,16932,"MI",3
"3660","int_school",4552,0,449,4102,0,0,0,0,4102,449,0,0,0,"MI",3
"3661","int_home",1697265,1128862,324216,77982,150567,15639,0,1199678,257008,205234,35345,0,0,"MI",3
"3662","int_other",61898,9612,27773,20250,4263,0,0,20214,11469,23820,6394,0,0,"MI",3
"3663","int_nr",45566,11706,4543,633,34,12143,16507,10133,0,0,0,18501,16932,"MI",3
"3664","yes_unemployed",1230465,724900,242333,80201,147154,25848,10030,793881,179539,202828,31294,12893,10030,"MI",3
"3665","no_unemployed",561437,422871,108044,18665,3448,1934,6476,433735,82783,26227,6182,5609,6901,"MI",3
"3666","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MI",3
"3667","resp_employed_yes",887655,611765,226239,31112,11310,4299,2930,734311,111929,22570,12027,3463,3355,"MI",3
"3668","resp_employed_no",903566,536006,123456,67753,139291,23483,13576,493305,149712,206484,25450,15038,13576,"MI",3
"3669","resp_employed_nr",682,0,682,0,0,0,0,0,682,0,0,0,0,"MI",3
"3670","food_enough_want",1101982,763029,269532,35115,12275,14931,7100,909443,139375,34812,3950,7214,7188,"MI",3
"3671","food_enough_notwant",412958,193472,67578,30368,110689,7921,2930,195473,82576,120632,3973,7037,3267,"MI",3
"3672","food_sometimes",250641,178484,12716,31507,23005,4929,0,113816,38385,72799,21390,4250,0,"MI",3
"3673","food_notenough",24315,12654,552,0,4633,0,6476,8753,110,812,8164,0,6476,"MI",3
"3674","food_nr",2006,131,0,1876,0,0,0,131,1876,0,0,0,0,"MI",3
"3675","25000>",437504,212851,35209,48181,118067,23196,0,159353,50012,204606,11995,11537,0,"MI",3
"3676","25000-34999",185673,105990,51933,7490,19209,1051,0,110351,46934,2597,20471,5321,0,"MI",3
"3677","35000-49999",175355,132462,37138,1385,2957,1412,0,141809,21816,10609,1086,34,0,"MI",3
"3678","50000-74999",204938,130291,41279,22192,9659,1517,0,146626,54518,2762,660,370,0,"MI",3
"3679","75000-99999",140054,114359,19172,5209,709,605,0,122290,10417,6742,0,605,0,"MI",3
"3680","100000-149999",274314,226907,42704,4703,0,0,0,216341,56490,783,67,633,0,"MI",3
"3681","150000-199999",91045,77546,6988,6510,0,0,0,88556,1983,506,0,0,0,"MI",3
"3682","200000<",212467,99412,113055,0,0,0,0,194313,18155,0,0,0,0,"MI",3
"3683","income_nr",70553,47953,2898,3196,0,0,16507,47978,1998,449,3196,0,16932,"MI",3
"3684","Total",1116022,848207,203990,46603,6515,2212,8495,778796,303414,15020,8485,1812,8495,"MN",3
"3685","comp_school",573316,461930,81426,29960,0,0,0,476825,88582,5734,1970,205,0,"MN",3
"3686","comp_home",654876,525682,100725,21955,6515,0,0,451027,184379,10986,8485,0,0,"MN",3
"3687","comp_other",38577,938,37639,0,0,0,0,938,37639,0,0,0,0,"MN",3
"3688","comp_nr",10794,86,0,0,0,2212,8495,691,0,0,0,1607,8495,"MN",3
"3689","int_school",12930,12613,317,0,0,0,0,12022,908,0,0,0,0,"MN",3
"3690","int_home",1077610,830178,193709,46603,6515,605,0,755969,298137,15020,8485,0,0,"MN",3
"3691","int_other",6378,1623,4755,0,0,0,0,1623,4755,0,0,0,0,"MN",3
"3692","int_nr",28554,13243,5209,0,0,1607,8495,18042,205,0,0,1812,8495,"MN",3
"3693","yes_unemployed",505626,355315,102356,35830,6515,1346,4264,366688,120576,4473,8485,1141,4264,"MN",3
"3694","no_unemployed",610396,492891,101634,10773,0,867,4231,412108,182838,10547,0,671,4231,"MN",3
"3695","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MN",3
"3696","resp_employed_yes",807235,651965,130428,15918,0,868,8055,564649,222920,10938,0,673,8055,"MN",3
"3697","resp_employed_no",306769,194223,73562,30685,6515,1344,440,212129,80494,4082,8485,1140,440,"MN",3
"3698","resp_employed_nr",2018,2018,0,0,0,0,0,2018,0,0,0,0,0,"MN",3
"3699","food_enough_want",799797,688698,86769,15860,0,605,7865,647102,132448,12382,0,0,7865,"MN",3
"3700","food_enough_notwant",253865,139065,78669,28081,6515,1344,190,109187,134457,201,8485,1344,190,"MN",3
"3701","food_sometimes",57768,17375,38552,1841,0,0,0,19439,36508,1615,0,205,0,"MN",3
"3702","food_notenough",1525,0,0,821,0,264,440,0,0,821,0,264,440,"MN",3
"3703","food_nr",3068,3068,0,0,0,0,0,3068,0,0,0,0,0,"MN",3
"3704","25000>",127444,111049,7727,834,6313,1081,440,55730,60805,1310,8283,876,440,"MN",3
"3705","25000-34999",83372,47858,32842,2672,0,0,0,47087,34077,2209,0,0,0,"MN",3
"3706","35000-49999",74223,34932,16003,22891,201,195,0,35590,38097,335,201,0,0,"MN",3
"3707","50000-74999",228161,174958,47445,4822,0,936,0,131758,92943,2523,0,936,0,"MN",3
"3708","75000-99999",175513,112598,61627,1289,0,0,0,128741,45965,807,0,0,0,"MN",3
"3709","100000-149999",202826,194865,6460,1501,0,0,0,180352,21983,491,0,0,0,"MN",3
"3710","150000-199999",104817,89643,7828,7346,0,0,0,94475,2996,7346,0,0,0,"MN",3
"3711","200000<",74038,69145,4893,0,0,0,0,73509,529,0,0,0,0,"MN",3
"3712","income_nr",45627,13159,19166,5247,0,0,8055,31555,6017,0,0,0,8055,"MN",3
"3713","Total",1111714,715308,208683,159687,22482,2772,2781,757597,217128,76484,51182,3911,5412,"MO",3
"3714","comp_school",544717,415909,61566,63432,3811,0,0,377717,83954,45976,36735,0,336,"MO",3
"3715","comp_home",718639,470619,149817,91253,6950,0,0,537740,158051,20125,2271,451,0,"MO",3
"3716","comp_other",38669,24103,770,1014,12782,0,0,25104,783,0,11354,1429,0,"MO",3
"3717","comp_nr",22056,2025,509,13968,0,2772,2781,1283,669,12174,823,2031,5076,"MO",3
"3718","int_school",2500,2500,0,0,0,0,0,2500,0,0,0,0,0,"MO",3
"3719","int_home",1050045,701447,179087,148399,20952,160,0,745835,217128,72901,14182,0,0,"MO",3
"3720","int_other",60395,21553,29596,8422,0,823,0,20576,427,2392,37001,0,0,"MO",3
"3721","int_nr",20470,11014,0,3356,1531,1789,2781,9587,0,1561,0,3911,5412,"MO",3
"3722","yes_unemployed",496964,308516,114268,69541,2117,1892,629,307970,147894,27733,9417,2580,1371,"MO",3
"3723","no_unemployed",614240,406792,93906,90146,20365,880,2152,449627,68725,48751,41765,1331,4041,"MO",3
"3724","unemployed_nr",509,0,509,0,0,0,0,0,509,0,0,0,0,"MO",3
"3725","resp_employed_yes",846799,556393,121751,146738,18856,909,2152,617586,148277,56619,19159,1970,3188,"MO",3
"3726","resp_employed_no",264915,158914,86932,12949,3626,1863,629,140011,68851,19866,32024,1940,2223,"MO",3
"3727","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MO",3
"3728","food_enough_want",667548,447714,75854,128013,14206,909,852,459193,121028,65768,18081,1253,2224,"MO",3
"3729","food_enough_notwant",365355,248884,84985,27855,663,1040,1929,275382,76385,8163,989,1248,3187,"MO",3
"3730","food_sometimes",48007,18710,18101,3820,6553,823,0,23022,19567,1493,2515,1409,0,"MO",3
"3731","food_notenough",30804,0,29744,0,1061,0,0,0,147,1061,29596,0,0,"MO",3
"3732","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MO",3
"3733","25000>",162491,37444,50533,57498,16856,160,0,54995,25394,38033,42418,1652,0,"MO",3
"3734","25000-34999",73490,22142,37778,7694,4173,1703,0,26458,29484,9544,7124,880,0,"MO",3
"3735","35000-49999",152053,98852,31405,20785,102,909,0,91767,37802,21231,242,1011,0,"MO",3
"3736","50000-74999",192952,107241,19667,65355,689,0,0,159319,29103,3131,1398,0,0,"MO",3
"3737","75000-99999",81758,78046,1585,2127,0,0,0,60925,19827,1005,0,0,0,"MO",3
"3738","100000-149999",272027,219890,48969,2506,663,0,0,222059,48710,890,0,368,0,"MO",3
"3739","150000-199999",60876,50589,10287,0,0,0,0,42466,18410,0,0,0,0,"MO",3
"3740","200000<",78188,75975,1604,609,0,0,0,69569,7674,609,0,0,336,"MO",3
"3741","income_nr",37879,25130,6854,3114,0,0,2781,30037,725,2041,0,0,5076,"MO",3
"3742","Total",473207,262088,88119,63371,43430,15225,974,266896,95882,52929,28936,25957,2606,"MS",3
"3743","comp_school",64792,38640,18665,5290,2198,0,0,36272,19243,7453,1336,487,0,"MS",3
"3744","comp_home",395359,240358,72755,56510,25735,0,0,241859,81809,45356,24358,1976,0,"MS",3
"3745","comp_other",17266,0,290,1799,15177,0,0,1387,1139,1754,2820,10167,0,"MS",3
"3746","comp_nr",18930,2251,0,160,319,15225,974,1132,0,1167,699,13327,2606,"MS",3
"3747","int_school",3741,3741,0,0,0,0,0,3741,0,0,0,0,0,"MS",3
"3748","int_home",430539,256466,84612,61781,25279,1621,779,258815,95463,52576,23685,0,0,"MS",3
"3749","int_other",3663,1545,131,772,1097,118,0,2317,131,118,1097,0,0,"MS",3
"3750","int_nr",38106,3179,3375,818,17053,13487,195,4865,288,235,4154,25957,2606,"MS",3
"3751","yes_unemployed",260250,144208,40383,37625,34118,3917,0,157584,33616,28198,23583,15018,2251,"MS",3
"3752","no_unemployed",211138,116062,47736,25746,9311,11309,974,107493,62266,24731,5354,10939,355,"MS",3
"3753","unemployed_nr",1818,1818,0,0,0,0,0,1818,0,0,0,0,0,"MS",3
"3754","resp_employed_yes",231556,140090,44095,30750,12793,3022,806,130829,59681,23945,14121,2545,435,"MS",3
"3755","resp_employed_no",241650,121998,44024,32621,30636,12203,168,136067,36201,28984,14815,23412,2172,"MS",3
"3756","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MS",3
"3757","food_enough_want",209739,150284,29289,24512,4984,642,27,150984,36137,13828,7283,1320,187,"MS",3
"3758","food_enough_notwant",147695,75946,39723,13129,17651,1245,0,70589,46610,13104,4944,12448,0,"MS",3
"3759","food_sometimes",79958,6752,18628,21070,19391,13338,779,16639,12774,24928,11176,12189,2251,"MS",3
"3760","food_notenough",35438,29106,478,4450,1403,0,0,28684,361,860,5533,0,0,"MS",3
"3761","food_nr",377,0,0,209,0,0,168,0,0,209,0,0,168,"MS",3
"3762","25000>",139603,71864,14302,25903,14886,12648,0,78138,22077,14792,9452,13140,2004,"MS",3
"3763","25000-34999",94461,51404,11554,15431,12914,2380,779,64037,9122,7453,1945,11905,0,"MS",3
"3764","35000-49999",57032,23620,16923,3422,12842,197,27,20807,11909,15699,8590,0,27,"MS",3
"3765","50000-74999",44112,31143,4374,8246,350,0,0,24759,13234,1989,4130,0,0,"MS",3
"3766","75000-99999",49182,33645,10547,4991,0,0,0,29007,8322,6992,3949,912,0,"MS",3
"3767","100000-149999",51090,24558,22250,3184,1098,0,0,20732,26239,3276,843,0,0,"MS",3
"3768","150000-199999",11052,4521,4496,2035,0,0,0,4244,4078,2729,0,0,0,"MS",3
"3769","200000<",18550,17921,628,0,0,0,0,17834,716,0,0,0,0,"MS",3
"3770","income_nr",8125,3412,3046,160,1340,0,168,7337,186,0,27,0,575,"MS",3
"3771","Total",156442,107397,30535,11328,3466,2455,1261,106443,37249,7922,1009,2193,1626,"MT",3
"3772","comp_school",34543,16168,13935,4301,140,0,0,17757,14369,1857,560,0,0,"MT",3
"3773","comp_home",124954,98486,14868,8274,3326,0,0,90832,27482,6031,609,0,0,"MT",3
"3774","comp_other",4356,127,3902,327,0,0,0,3963,65,242,86,0,0,"MT",3
"3775","comp_nr",4101,385,0,0,0,2455,1261,177,0,0,105,2193,1626,"MT",3
"3776","int_school",1840,243,140,1457,0,0,0,224,1207,57,351,0,0,"MT",3
"3777","int_home",149638,104542,30223,11125,3466,263,20,105666,35244,7871,857,0,0,"MT",3
"3778","int_other",1275,519,312,445,0,0,0,453,377,293,152,0,0,"MT",3
"3779","int_nr",5621,2187,0,0,0,2193,1241,277,1526,0,0,2193,1626,"MT",3
"3780","yes_unemployed",73153,43354,20605,7373,727,1094,0,46406,19432,4933,1009,989,385,"MT",3
"3781","no_unemployed",81755,64042,8429,3955,2739,1361,1228,60037,16317,2989,0,1204,1208,"MT",3
"3782","unemployed_nr",1534,0,1501,0,0,0,33,0,1501,0,0,0,33,"MT",3
"3783","resp_employed_yes",110041,82749,14146,9024,2949,1153,20,80734,21966,5732,379,996,234,"MT",3
"3784","resp_employed_no",46302,24582,16389,2304,517,1302,1208,25709,15218,2191,630,1197,1358,"MT",3
"3785","resp_employed_nr",98,65,0,0,0,0,33,0,65,0,0,0,33,"MT",3
"3786","food_enough_want",97091,73138,16055,7372,243,263,20,75138,18432,2971,315,0,234,"MT",3
"3787","food_enough_notwant",46753,33628,6468,3046,2706,872,33,30414,10537,4378,520,872,33,"MT",3
"3788","food_sometimes",5782,631,1417,875,447,1204,1208,892,1760,498,69,1204,1358,"MT",3
"3789","food_notenough",6748,0,6596,35,0,117,0,0,6521,75,35,117,0,"MT",3
"3790","food_nr",69,0,0,0,69,0,0,0,0,0,69,0,0,"MT",3
"3791","25000>",23908,8437,12315,1676,0,1478,0,7233,13912,1287,155,1321,0,"MT",3
"3792","25000-34999",4405,2304,1045,952,0,105,0,2368,1665,0,222,0,150,"MT",3
"3793","35000-49999",20947,11534,3538,4556,447,872,0,12587,6472,1016,0,872,0,"MT",3
"3794","50000-74999",36892,28365,7219,1168,140,0,0,32596,2702,1454,140,0,0,"MT",3
"3795","75000-99999",22012,17432,1460,242,2879,0,0,17024,2142,2706,140,0,0,"MT",3
"3796","100000-149999",21094,15240,3129,2705,0,0,20,12596,8146,0,351,0,0,"MT",3
